"Ticker","Name","Exchange"
"JPYDJF=X","JPY/DJF","CCY"
"HRKDKK=X","HRK/DKK","CCY"
"VUVNGN=X","VUV/NGN","CCY"
"SEKBWP=X","SEK/BWP","CCY"
"JPYPHP=X","JPY/PHP","CCY"
"TNDILS=X","TND/ILS","CCY"
"SARNZD=X","SAR/NZD","CCY"
"MADCHF=X","MAD/CHF","CCY"
"EUR-TRY.F","EUR/TRY","FRA"
"HKDGBP=X","HKD/GBP","CCY"
"MADEGP=X","MAD/EGP","CCY"
"HKDARS=X","HKD/ARS","CCY"
"ILSTHB=X","ILS/THB","CCY"
"CHFXAF=X","CHF/XAF","CCY"
"THBUSD=X","THB/USD","CCY"
"SEKTND=X","SEK/TND","CCY"
"UAHUSD=X","UAH/USD","CCY"
"PYGCLP=X","PYG/CLP","CCY"
"NZDRSD=X","NZD/RSD","CCY"
"TWDUSD=X","TWD/USD","CCY"
"JPYMZN=X","JPY/MZN","CCY"
"RUBUZS=X","RUB/UZS","CCY"
"DKKISK=X","DKK/ISK","CCY"
"KESSGD=X","KES/SGD","CCY"
"KWDQAR=X","KWD/QAR","CCY"
"DKKAED=X","DKK/AED","CCY"
"LKRSEK=X","LKR/SEK","CCY"
"NOKTRY=X","NOK/TRY","CCY"
"ISKMAD=X","ISK/MAD","CCY"
"DKKPHP=X","DKK/PHP","CCY"
"COPPYG=X","COP/PYG","CCY"
"ZMW=X","USD/ZMW","CCY"
"EUR-CDF.F","EUR/CDF","FRA"
"EURAZN=X","EUR/AZN","CCY"
"MURSEK=X","MUR/SEK","CCY"
"NZDTWD=X","NZD/TWD","CCY"
"EGPPKR=X","EGP/PKR","CCY"
"HRKNOK=X","HRK/NOK","CCY"
"GBPTZS=X","GBP/TZS","CCY"
"KRWCZK=X","KRW/CZK","CCY"
"CADSEK=X","CAD/SEK","CCY"
"CZKLKR=X","CZK/LKR","CCY"
"19752549.SW","GOLD 999.9/1000    ","EBS"
"FRFCHF=X","FRF/CHF","CCY"
"HUFINR=X","HUF/INR","CCY"
"SARCAD=X","SAR/CAD","CCY"
"CZKKWD=X","CZK/KWD","CCY"
"TWDTND=X","TWD/TND","CCY"
"JPYBOB=X","JPY/BOB","CCY"
"SARTHB=X","SAR/THB","CCY"
"JPYTRY=X","JPY/TRY","CCY"
"TRYJPY=X","TRY/JPY","CCY"
"ARSVEF=X","ARS/VEF","CCY"
"MXNSGD=X","MXN/SGD","CCY"
"CHFBMD=X","CHF/BMD","CCY"
"EUR-UAH.F","EUR/UAH","FRA"
"NOK=X","USD/NOK","CCY"
"CZKAED=X","CZK/AED","CCY"
"NOKSAR=X","NOK/SAR","CCY"
"MXNZAR=X","MXN/ZAR","CCY"
"EUR-EUR.F","EUR/EUR ","FRA"
"BRLMYR=X","BRL/MYR","CCY"
"DKKMYR=X","DKK/MYR","CCY"
"CNYTHB=X","CNY/THB","CCY"
"29134336=X","CLP/VEF","CCY"
"KWDJPY=X","KWD/JPY","CCY"
"EUR-XDR.F","EUR/XDR","FRA"
"CHFPAB=X","CHF/PAB","CCY"
"CLF=X","USD/CLF","CCY"
"RONNOK=X","RON/NOK","CCY"
"MURHKD=X","MUR/HKD","CCY"
"CHFVND=X","CHF/VND","CCY"
"BWPJOD=X","BWP/JOD","CCY"
"MXV=X","USD/MXV ","CCY"
"ALLEUR=X","ALL/EUR","CCY"
"CHFCRC=X","CHF/CRC","CCY"
"BGNLVL=X","BGN/LVL FIXING","CCY"
"RUBLVL=X","RUB/LVL FIXING","CCY"
"BWPBHD=X","BWP/BHD","CCY"
"CADSOS=X","CAD/SOS","CCY"
"HKDUGX=X","HKD/UGX","CCY"
"SARLTL=X","SAR/LTL","CCY"
"PHPNZD=X","PHP/NZD","CCY"
"FSC1.EX","ITR CR SI NA REC FU","EUX"
"VEFGBP=X","VEF/GBP","CCY"
"SGDBDT=X","SGD/BDT","CCY"
"SBDCHF=X","SBD/CHF","CCY"
"KRWZAR=X","KRW/ZAR","CCY"
"AEDLVL=X","AED/LVL FIXING","CCY"
"MXNLTL=X","MXN/LTL","CCY"
"SYPHKD=X","SYP/HKD","CCY"
"CZKPLN=X","CZK/PLN ","CCY"
"JPYKMF=X","JPY/KMF","CCY"
"HKDBMD=X","HKD/BMD","CCY"
"PLNCAD=X","PLN/CAD","CCY"
"HRKUSD=X","HRK/USD","CCY"
"SBDGBP=X","SBD/GBP","CCY"
"TRYPLN=X","TRY/PLN","CCY"
"SEKKES=X","SEK/KES","CCY"
"KRWNOK=X","KRW/NOK","CCY"
"GHSTOP=X","GHS/TOP","CCY"
"CHFDZD=X","CHF/DZD","CCY"
"RUBJOD=X","RUB/JOD","CCY"
"PLNJOD=X","PLN/JOD","CCY"
"ILSAUD=X","ILS/AUD","CCY"
"ANGSRD=X","ANG/SRD","CCY"
"AZNGBP=X","AZN/GBP","CCY"
"THBMYR=X","THB/MYR","CCY"
"LKRILS=X","LKR/ILS","CCY"
"MURSAR=X","MUR/SAR","CCY"
"CZKRON=X","CZK/RON","CCY"
"AUDMYR=X","AUD/MYR","CCY"
"MADIDR=X","MAD/IDR","CCY"
"GBPANG=X","GBP/ANG","CCY"
"CADKES=X","CAD/KES","CCY"
"19754112.SW","GOLD 999.9/1000    ","EBS"
"KWDSAR=X","KWD/SAR","CCY"
"RUBBYR=X","RUB/BYR","CCY"
"OMRZAR=X","OMR/ZAR","CCY"
"MXNMYR=X","MXN/MYR","CCY"
"PHPEUR=X","PHP/EUR","CCY"
"KWDBHD=X","KWD/BHD","CCY"
"AEDUSD=X","AED/USD","CCY"
"TWDPKR=X","TWD/PKR","CCY"
"EURCVE=X","EUR/CVE","CCY"
"LKRDKK=X","LKR/DKK","CCY"
"BRLTHB=X","BRL/THB","CCY"
"EUR-ETB.F","EUR/ETB","FRA"
"VUVUSD=X","VUV/USD","CCY"
"CADTJS=X","CAD/TJS","CCY"
"SGDLKR=X","SGD/LKR","CCY"
"CHFLVL=X","CHF/LVL FIXING","CCY"
"ILSSAR=X","ILS/SAR","CCY"
"THBXDR=X","THB/XDR","CCY"
"CZKPKR=X","CZK/PKR","CCY"
"XDRLTL=X","XDR/LTL FIXING","CCY"
"CZKTRY=X","CZK/TRY","CCY"
"CHFSYP=X","CHF/SYP","CCY"
"MADKES=X","MAD/KES","CCY"
"PGKDKK=X","PGK/DKK","CCY"
"PENPYG=X","PEN/PYG","CCY"
"CHFSTD=X","CHF/STD","CCY"
"EURARS=X","EUR/ARS","CCY"
"INRMUR=X","INR/MUR","CCY"
"LTLILS=X","LTL/ILS","CCY"
"LTLDKK=X","LTL/DKK","CCY"
"GBPNGN=X","GBP/NGN","CCY"
"CADPAB=X","CAD/PAB","CCY"
"KMF=X","USD/KMF","CCY"
"BRLUYU=X","BRL/UYU","CCY"
"GBPGTQ=X","GBP/GTQ","CCY"
"EURCNH=X","EUR/CNH","CCY"
"CADGNF=X","CAD/GNF","CCY"
"LYDCHF=X","LYD/CHF","CCY"
"HKDLVL=X","HKD/LVL FIXING","CCY"
"JPYPGK=X","JPY/PGK","CCY"
"BBDGBP=X","BBD/GBP","CCY"
"PGKEUR=X","PGK/EUR","CCY"
"XF000EURZAR3.SG","EUR/ZAR FIXING","STU"
"JODHKD=X","JOD/HKD","CCY"
"MMK=X","USD/MMK","CCY"
"OMRMAD=X","OMR/MAD","CCY"
"CNYXDR=X","CNY/XDR","CCY"
"JPYMUR=X","JPY/MUR","CCY"
"MYRZWL=X","MYR/ZWL","CCY"
"JODNOK=X","JOD/NOK","CCY"
"CHOE.SW","HOEH.VORTAG","EBS"
"ILSLKR=X","ILS/LKR","CCY"
"HRKSEK=X","HRK/SEK","CCY"
"GHSCLF=X","GHS/CLF","CCY"
"EUR-BBD.F","EUR/BBD","FRA"
"TWDMXN=X","TWD/MXN","CCY"
"EURAUD=X","EUR/AUD","CCY"
"EURBZD=X","EUR/BZD","CCY"
"HF52.EX","STURM FL 50BN 12","EUX"
"PLNCNY=X","PLN/CNY","CCY"
"MYRCNH=X","MYR/CNH","CCY"
"HNLCHF=X","HNL/CHF","CCY"
"GBPWST=X","GBP/WST","CCY"
"BSDGBP=X","BSD/GBP","CCY"
"JPYGHS=X","JPY/GHS","CCY"
"UYUUSD=X","UYU/USD","CCY"
"EURMXN=X","EUR/MXN","CCY"
"PLNPKR=X","PLN/PKR","CCY"
"EUR-RON.F","EUR/RON","FRA"
"OMRRUB=X","OMR/RUB","CCY"
"TWDPLN=X","TWD/PLN","CCY"
"PENCAD=X","PEN/CAD","CCY"
"SEKCNY=X","SEK/CNY","CCY"
"SGDMOP=X","SGD/MOP","CCY"
"SEKTRY=X","SEK/TRY","CCY"
"VUVBMD=X","VUV/BMD","CCY"
"CZKUAH=X","CZK/UAH","CCY"
"BOBMXN=X","BOB/MXN","CCY"
"274720=X","SILVER 1 OZ","CCY"
"CADTZS=X","CAD/TZS","CCY"
"HKDEUR=X","HKD/EUR","CCY"
"PENARS=X","PEN/ARS","CCY"
"BRLJPY=X","BRL/JPY","CCY"
"KWDSEK=X","KWD/SEK","CCY"
"THBMAD=X","THB/MAD","CCY"
"BOB=X","USD/BOB","CCY"
"EUR-RSD.F","EUR/RSD","FRA"
"XF000EURPLN0.SG","EUR/PLN FIXING","STU"
"JPYVND=X","JPY/VND","CCY"
"JPYAZN=X","JPY/AZN","CCY"
"AUDTWD=X","AUD/TWD","CCY"
"DKKCNY=X","DKK/CNY","CCY"
"HRKILS=X","HRK/ILS","CCY"
"EUR-PLN.F","EUR/PLN","FRA"
"MYRSGD=X","MYR/SGD","CCY"
"20162411.SW","KUPFER 999/1000    ","EBS"
"CADNAD=X","CAD/NAD","CCY"
"NOKEGP=X","NOK/EGP","CCY"
"UYUGBP=X","UYU/GBP","CCY"
"KRWDKK=X","KRW/DKK","CCY"
"THBBMD=X","THB/BMD","CCY"
"PABCAD=X","PAB/CAD","CCY"
"CADXPF=X","CAD/XPF","CCY"
"JPYGMD=X","JPY/GMD","CCY"
"DKK=X","USD/DKK","CCY"
"AUDLKR=X","AUD/LKR","CCY"
"GBPKMF=X","GBP/KMF","CCY"
"EURANG=X","EUR/ANG","CCY"
"MXVMXN=X","MXV/MXN","CCY"
"JPYEGP=X","JPY/EGP","CCY"
"GBPYER=X","GBP/YER","CCY"
"EGPPLN=X","EGP/PLN","CCY"
"KWD=X","USD/KWD","CCY"
"SEK=X","USD/SEK","CCY"
"HRKMKD=X","HRK/MKD","CCY"
"LTLLVL=X","LTL/LVL FIXING","CCY"
"DWHEAT.MDD","WEIZEN","MDD"
"BBDUSD=X","BBD/USD","CCY"
"BWPMAD=X","BWP/MAD","CCY"
"ZARUGX=X","ZAR/UGX","CCY"
"AEDLKR=X","AED/LKR","CCY"
"KRWMUR=X","KRW/MUR","CCY"
"JPYSVC=X","JPY/SVC","CCY"
"AUDKES=X","AUD/KES","CCY"
"SGDMXN=X","SGD/MXN","CCY"
"ARSEUR=X","ARS/EUR","CCY"
"RONAUD=X","RON/AUD","CCY"
"ZARPHP=X","ZAR/PHP","CCY"
"CHFILS=X","CHF/ILS","CCY"
"SEKGIP=X","SEK/GIP","CCY"
"GHSANG=X","GHS/ANG","CCY"
"HRKCAD=X","HRK/CAD","CCY"
"SDGCHF=X","SDG/CHF","CCY"
"CADBND=X","CAD/BND","CCY"
"GEL=X","USD/GEL","CCY"
"VUVZAR=X","VUV/ZAR","CCY"
"ARSJPY=X","ARS/JPY","CCY"
"ISKSGD=X","ISK/SGD","CCY"
"CHFLAK=X","CHF/LAK","CCY"
"TNDNZD=X","TND/NZD","CCY"
"SEKILS=X","SEK/ILS","CCY"
"PKRVND=X","PKR/VND","CCY"
